id,english,russian
C1B649C8413465AC41A693B3AAAE5F80#62080B8B,floats,вещественные числа
2F4ED61645CF66038BDDB6BA16A0E7D7#E9F22745,"fock off
you dont see it
forgor now
you will die
theres monsters
they eat you
you die
:gunbreather:","Свали
Ты ничего не видишь
Забудь об этом
Ты умрёшь
Здесь монстры
Они тебя съедят
Ты умрёшь
:gunbreather:"
8AA0BBE0446468E22BC49A8E347B678A#D4754977,follow,следовать
6C7F8D3D470112F302CF0683F8B7E8E0#61228E0C,food,еда
D21AC6934E7D3458B6379BA5C791D213#0AA36881,for good,на пользу
375399474E366B6B1687269DEEE7D759#4A403A29,"frequency x polarity: {frecPol}
download speed: {dlSpeed}
delta sec: {delta}
noise: {noise}
download mult: {dlMult}
qualityMult: {quality}
detector mult: {detecMult}
usePdownload: {usep}
power usage: {powerUsage}
server mult: {servers}
level mult: {lvl}
detec precision mult: {detecPrec}","частота x полярность: {frecPol}
скорость загрузки: {dlSpeed}
дельта, сек: {delta}
шум: {noise}
множитель загрузки: {dlMult}
qualityMult: {quality}
множитель детектора: {detecMult}
usePdownload: {usep}
потребление энергии: {powerUsage}
множитель сервера: {servers}
множитель уровня: {lvl}
множитель точности детектора: {detecPrec}"
BD1CBFDD409C842D75FE839B9AB446EB#18C49C14,fronch,фронцуское
63DA95864A067ACF2833B49EE7885773#3EFBFC9E,fuck you,пшел нах
0BD0464749E01EC8D77D2D8E2051D982#30682486,fuck you lmao,"иди нахуй, лол"
A600A0924C3DECCFE6237498A03FE70B#CC36A49D,full,полный
1D9AFA2D4D9E8F99AF4E22991716987C#F30007D1,full obstructed,полностью перекрыто
14B9A3DB42CB0AD6190DA0B90D0439AC#7E270860,fungun Automatic RPG,fungun Автоматический РПГ
1515FD734BBBA825E4A520BBB0B3E260#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
15F921434865471AB4DE31934861754C#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
1827886847AAD4D8C156BABB20917B94#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
2877C2AE4F73AD05DD78C69F52B0D62E#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
2C840EA0476CA86D701DE0B11BABB180#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
30940FA14F576D05F0B32A8057B49A2F#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
353E02114EDDEACAFB798B9DAF3C1F83#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
37FA2903429322F4841AB4BAC03B99DC#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
45ACDE8F490A4BD2E7A969A3991BCD4D#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
4912B8AA43353A0D68FF5ABA56B2E0CA#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
5CDF959C4C047E68384F8D89AD299E2E#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
5E537ACD4246CF333DCB688E62941665#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
5F32E6D84B31420DC19567971CF22A1C#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
5F5F82B74B0FA51602152A8C5576C50A#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
651EB88C46D3EAA087547298740D5338#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
75FAC3B643A1F23D122FB49D9E4B3831#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
7ADC5B4F4C674A0C723B7FBA4BAD0553#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
7EA8468E44AEC589A342C2BB34148BC1#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
84E23F844E57090D20D124B3E72F24FF#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
8584B47540080257BE994AACA4CD702E#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
8D1CCFE8412E9A95706E409D44E04A5B#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
943371884100BCA9EA1218A04A14CDB6#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
9513C49D420007FC9256F49B755575DC#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
A01CEDFA42DFED4C19C27F91766E48BB#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
B859AB08482EB1A9A107019DE0D55CCE#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
BB23C4E34B039D072BC4C4BFDE9A3C1A#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
CD47803F4687C211303967B5BED04EF9#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
CE693F5C46ADEA6639189D89F4F0DC04#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
D45069194274B93ADA886FB3F34D1B91#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
DD390A76401F6B4B346F028CAF0C4739#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
E2ED312C422710370892A0947B66EBC4#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
F85690C04D99006D7466E899EA5BAAEC#E4DA64F1,fungun Automatic rifle,fungun Автоматическая винтовка
27AE29EE4B8EDB6DA6DA20AE4CF960BD#7981A859,fungun Automatic shotgun,fungun Автоматический дробовик
6A1D00504BE3968EE05B889281BC0F62#5FEBFCC7,fungun Doohickey,fungun Штуковина
CA219AA844F397AAA4FD4288D19CFEF7#83FE1C90,fungun Fireball gun,fungun Пушка файерболов
F83E450144211150FEC7039FFA275350#83FE1C90,fungun Fireball gun,fungun Пушка файерболов
CDF4A9804DB97B36306C39AC8548CB32#B6D51A75,fungun Flaregun,fungun Ракетница
505349BE41D47233D4033B93E432058C#7AB08D93,fungun Igetis gun,fungun Пушка Игетис
B683AE0342862E05264CFF959DD3D69F#7C4F8147,fungun Kavotia gun,fungun Пушка Кавотия
35226CE04112D69E17D488B917B3FB2C#BFE4DEAA,fungun Killer,fungun Убийца
119CBE5E415129A15E99D6B3C024952D#6D6514D0,fungun Minigun,fungun Миниган
5169DF39440C807213B0FAB409E3EAB4#0943CAC3,fungun Pistol,fungun Пистолет
5860AF734A12304D51256289F8D78B5C#0943CAC3,fungun Pistol,fungun Пистолет
AC35BB6A46858C05F6BB98BF0096F300#0943CAC3,fungun Pistol,fungun Пистолет
32354EA04DF0D72B3DA6E3BCDAA912F4#0D56675B,fungun Prop gun,fungun Проп-пушка
6433AB28437D61AA5406DFB6ABCA397D#DA40B2C1,fungun RPG,fungun РПГ
43BB927D40F633E0FFB01C94656F65CD#8C92C5B2,fungun Rifle,fungun Винтовка
F96D1C194D5A085D82DC00AA46DA1B29#8C92C5B2,fungun Rifle,fungun Винтовка
9242E95F45649F41F17F14B2EBA7F80A#75060100,fungun Shotgun,fungun Дробовик
E6FF844343E541C3935192A82F15D09C#75060100,fungun Shotgun,fungun Дробовик
03225A7640DEA2C99ACDA68EEB271A85#90B7CDBC,fungun Shotgun jumper,fungun Дробовик-прыгун
2A8A0DA14F4423215B12FEA5B3AD53E9#A727E338,fungun Slug pistol,fungun Пистолет со слагами
6510F305489DAF833AE399AFD02A716E#8409731F,fungun Sticky bomb launcher,fungun Пусковая липких бомб
B44371D940E9C4D6D2809582D859FED0#4B713427,fungun turboshit 1,fungun Турбодерьмо 1
F431A5F2415FEF451A2B00967A267ED3#59C49BC9,fungun turboshit 2,fungun Турбодерьмо 2
B9304C0340BC374AE4B69082245F2AD1#E9B793AB,gamepadLeft,геймпад влево
9C8DE92E47E865B3120A4F968FD77C57#3CD94958,gamepadRight,геймпад вправо
503217E541FFCAF4B98DCB8ADEDF7C96#E24D79CF,gas_giant,газовый_гигант
09EE4D444B8E342C319FC895F57BAE4F#D6D14304,get thicced lol,"отъешь ляхи, лол"
384D61BD4920A410B92C198E6EE36B86#D6D14304,get thicced lol,"отъешь ляхи, лол"
974B348E4BB4FFF2036A3F85C1119264#D6D14304,get thicced lol,"отъешь ляхи, лол"
8719031E45CD117EDD600EA62E237813#42A372F1,"ggg比如这个„Posiłek gotowy do spożycia” wystarczy, aby zaspokoić głód przez długi czas","gggНапример, этого выражения «Posiłek gotowy do spożycia» достаточно, чтобы надолго утолить голод"
1AECC69D460A2DD1B4C079A2E5F7E501#B7542A2A,glass,стекло
242EBE6C4812312B8EF1F3AFCAC7F751#B7542A2A,glass,стекло
A0DE02154B5A8FB8BD9FD1A63239A395#CF4A1F9D,good,хорошо
154876D747956647FEF2EAB377FE5ED7#90485C02,gore,плоть
F3BF25464E846B325ED819B9F164503A#90485C02,gore,кровища
773CA24B456687DBA72362936D619C34#71F1E21F,grass,трава
876D6F214F549840C8C28C8158DF5EFA#EA046EFF,gray,серый
90615DE742BFF71F4A778FA76EA61DA0#D1BED78F,great,отличный
AAC46F9B405B4BF38CF5E4966AD06265#D1BED78F,great,отлично
D595701C4F17AA568013ED84EE5E5827#3FB187D9,halloween,хеллоуин
8C1C5FB14F0445C4B7F750BFCB72AA8D#8AFB775C,has been damaged!,повреждено!
88D4D3934DABE3734E4EB199305F7A8E#60C5EF57,hide from the bad light,спрятаться от вредного света
14F803C6463A43E81FD309A1314465DE#37AE794A,high,высокая
24F5BF40421D4924E78FACB25CB20C47#37AE794A,high,высокое
E03CD8974CF5CCEB5D962A8F2570B72D#026735D9,high text,высокий текст
5E0B2D904D2B1D56AF60E4BA2AA0605B#41012CB0,high text noisy,высокий текст шумный
38B1FC414CD5D783FF74F3880AC3AC75#C9EA7212,hl2 easter egg radio,hl2 радио пасхалка
44284CA840883937E70B8EB5A29C8180#323CC794,hook 2.0,крюк 2.0
3233946A40A7C53E3DA6C893352464B4#E0D3EEF5,http://149.56.155.73:8095/stream/1/,http://149.56.155.73:8095/stream/1/
712F043E46250790F2C1BA9415F05A18#2356138C,http://65.21.202.84:8022/stream/1/,http://65.21.202.84:8022/stream/1/
0835A1AE4B4A0D6B62B630A8F933CA55#B0CA815F,http://89.40.72.71:8000/stream/1/,http://89.40.72.71:8000/stream/1/
3E0813854A51E82EFDBB77853739C312#FE867F6D,http://airspectrum.cdnstream1.com:8114/1648_128,http://airspectrum.cdnstream1.com:8114/1648_128
1A1AF7B849A924A8B3C4BCA64142F7DC#0859FE5F,http://nap.casthost.net:8626/stream/1/,http://nap.casthost.net:8626/stream/1/
24B329D5496923F5AFC1FA823A63DF03#89B60123,http://src.shoutcaststream.com:8022/stream/1/,http://src.shoutcaststream.com:8022/stream/1/
A6FC16964DB7E532628354863A89A43D#F66CA6DD,http://uk2.internet-radio.com:8024/,http://uk2.internet-radio.com:8024/
FB3DF0DF4EE96D87BA913BB43F845178#21A96407,http://uk5.internet-radio.com:8189/stream?type=http&nocache=1967,http://uk5.internet-radio.com:8189/stream?type=http&nocache=1967
58FF75BB41FC3309CEF414826C307F47#A35ECE9E,http://uk7.internet-radio.com:8040/,http://uk7.internet-radio.com:8040/
CF18F45847B69318751FDAA0C62CA3BF#22AD0E76,http://uk7.internet-radio.com:8352,http://uk7.internet-radio.com:8352
BACA134F4076B979FA0392A0BBE1C1B6#4730F993,http://us3.internet-radio.com:8313/stream?type=http&nocache=91645,http://us3.internet-radio.com:8313/stream?type=http&nocache=91645
D07D1AB840ABAFC42A9BAEA46480E37E#4D3D141C,http://us4.internet-radio.com:8266/,http://us4.internet-radio.com:8266/
7835FBCC4FFA99B95AF735A194302419#75CC09CE,http:/deeznut,http:/deeznut
DA3805DA444370BC9E959693AC9D3C00#75CC09CE,http:/deeznut,http:/deeznut
73BC981242A01E217EFE8D8C1E515450#7AAF37F3,https://www.internet-radio.com/,https://www.internet-radio.com/
6621C46145121B0E851C429C554B08E7#729D9425,hunting,охотящийся
FBD61C4244C5BA781028DBA09B0E0762#12293C9A,i cant remember anything,я ничего не помню
F376A709448A1CAAEA36ACAD3967669E#79C5CF2A,i do not need to hide,мне не нужно прятаться
16E99F3C4DE8A0BE353CD9928DBEFBF1#C61FCD0E,i don't need anyone,мне никто не нужен
86F0DC164BEF55061935CD841C86723B#72B577E5,"i dont know if it was a joke but please dont waste the drives, okay? we are not funded enough to waste these things","не знаю, была ли это шутка, но, пожалуйста, не тратьте впустую диски, ладно? у нас недостаточно средств, чтобы тратить их впустую"
B88FF2BD455A93AD62ACE6A5F199D3B5#AF24F8A6,i dont like it,не нравится мне это
A6AED4AC49521624B2D174990DAB3F09#B51B8190,i got a little bit confused but maybe it got reflected or something. Anyways heres some points for your efforts,"я не совсем понимаю что тут, возможно сигнал исказился или что-то вроде того. В любом случае, вот тебе очки за усилия"
18728FDD402ECDA672B89AB0B76865B3#76A84EB5,idk,не знаю
9BFB5F6E41D2D2A7573995AB1D484195#76A84EB5,idk,не знаю
073306DE48260B9613D302BE5E9AE3DC#5CA5A61B,idk why but yes,"я хз почему, но да"
83C00C584930064EA109CFAC693A3ABF#A8692DBE,idle,ожидание
8BBA35B24BF1C585675DC6B3F157AF3E#A8692DBE,idle,бездействие
8CE82840476B2836B45C10804E3AD108#A8692DBE,idle,бездействие
B3A94B60473D43022B71C88383C4D2BF#A8692DBE,idle,бездействовать
DF9800964C84AB3FAE5C74A031267F22#C4C27029,imageFilename,imageFilename
E11AD45D4A5E7579588581A4829A0599#B055A61C,image_file,image_file
FAE5A0DF49B0D1B28E509DB619D787FE#16F881FE,"in data: |{in}|
reference: |{ref}|
class: |{cl}|",в данных: |{in}|\nссылка: |{ref}|\nкласс: |{cl}|
DE043AA149750849BACE12BE50BC46F5#15028AA0,inf,инф
D39B94EC4DCDCE883B35A397598E4BF9#2095FEFB,infinite,бесконечный
17EFFA4648BB19AAB3A26F90A9949A9A#BC233973,info,информация
DC310831438486F63318A4A8FEA84D4D#3E9F32B9,integers,целые числа
441221224F30126A6F3273829D8B8FB0#50940C8F,interest_clear,интерес_чисто
5B8D7EC34FEB266174327781D1C93008#23984206,interest_noisy,интерес_шумно
5255F9BA43431AE832CEC8B36E1B03A9#E7E0CC6B,invalid,недопустимо
7E587F0245B281FDE89A6F967DDEEB50#E7E0CC6B,invalid,недопустимо
98F6487B43EDBEC357F9F2978EB732B4#97B61790,invalid achievement,недействительное достижение
6717FD8C4027274CADB9FF9D370423C2#DB9E9863,invalid password!,неверный пароль!
4AECB2AF40D588CC24777B9EE12836A5#A3FB2D18,is down!,не работает!
59C5AF5140C4B5AED994938C6A581926#A3FB2D18,is down!,не работает!
BAD6276D499EB324D45D8D9F1516413B#A3FB2D18,is down!,не работает!
DA6662E34CB90A38E863509A0B739409#1FD941FD,it did not have to be this way,это должно быть иначе
31A4B4BA4B0BDDF618BAEBA0E2A9DFB8#23D6E9BF,it has to be that way,это должно быть так
F09A1CBC427ABC49A89C3AAFD8B7D1C8#577030C4,"it is behind every corner it is behind every corner
it is behind every corner it is behind every corner
it is behind every corner it is behind every corner
it is behind every corner it is behind every corner
it is behind","оно за каждым углом оно за каждым углом
оно за каждым углом оно за каждым углом
оно за каждым углом оно за каждым углом
оно за каждым углом оно за каждым углом
оно за каждым"
73C450174DC5209F148C0EBC1174062D#6C046691,it keeps happening,это продолжается
EB9456574DC10D0CB752ADB8D0105F9F#C662CDBF,"it was great, why do things have to be changed?","это было прекрасно, почему всё должно было измениться?"
84F2ED53419D6C5C7E1CA596FE15C29E#7E8AF386,item,предмет
DBB5DC674B98DDBDDEE86B92DCB9BA87#7E8AF386,item,предмет
6D2F53F449798BCEE8634685BAF77BAC#CF2E154B,item name,название предмета
18709403452B88A082CE9891BAEE47B1#B7B3CF4D,item:,предмет:
F7C2F85E48DE18254BEAF588ACD340AC#B7B3CF4D,item:,предмет:
7EBE7EE445218C8A1E33ADBCDEFFACB0#A9ECAF3D,joke?,шутка?
9ED6BEC043F21C7F0CC5108410C92982#269B40F7,jollys award star,наградная звезда jolly
B1D1B6E84D58A324BD4617A20298AB9D#269B40F7,jollys award star,наградная звезда Джолли
494FA82249EE6B0A69548F8A30ED1481#2F53BB76,juicy,сочный
09018A9947254B252D3E4BACAD88CFCD#0A6E6F52,jumping,прыгающий
18192B9942855A16099594BCAA0C5D93#F7D66D40,just ignore them,просто игнорируй их
7C0203D943348FF116412E90EB41EFA5#B798E02D,keep going,продолжайте
D72FFD9D4D2E3E95A7DB31A82262EEEB#3EDC635A,kerfur color (keith),покраска для Керфура (кейт)
3EB65BF54381E62AB56A05953C6B0039#AC294FA0,key,ключ
4E7D9DAA40958B9E7FB5A385660555C0#AC294FA0,key,ключ
675CA7D148D578336098B5BA5A324182#AC294FA0,key,ключ
0E2F43A64525EF1F27ACCF98D7DD7B57#4E090EF8,launch,запуск
D217248442AA58AD900EBE8812F4C3F9#7991D5A3,leaves,листья
46AE0A584C9AB435DA49FC87C178454A#FEE2621E,loading asset,загрузка ресурса
D49074E94563D4A4BCCEC1A078AE01BA#0A5934C7,look at what youve done,"посмотри, что ты натворил"
35FFE9CD4E1D8D4C5C56EB9400A3350A#4AEAF4E8,loop,зациклить
52E9439E42DDE595BE43E0A9832150D9#4AEAF4E8,loop,зациклить
9CFA9842464F8EF54B9B05A298A02E38#4AEAF4E8,loop,зациклить
3C4B528F4B5B64B6AF27209AB87E8160#A9AECDD4,low,низкая
4A3A029241087F95D9F071B676B574BD#A9AECDD4,low,низкое
